IATA	lat	lon	ICAO	time_zone	name	city	country
'PGX'	45.19810104	0.81555599	'LFBX'	'Europe/Paris'	'Périgueux-Bassillac Airport'	'Perigueux'	'France'
'BIQ'	43.4683333	-1.5311111	'LFBZ'	'Europe/Paris'	'Biarritz-Anglet-Bayonne Airport'	'Biarritz-bayonne'	'France'
'\N'	44.35139847	1.475280046	'LFCC'	'Europe/Paris'	'Cahors-Lalbenque Airport'	'Cahors'	'France'
'\N'	43.00780106	1.10315001	'LFCG'	'Europe/Paris'	'Saint-Girons-Antichan Airport'	'St.-girons'	'France'
'XAC'	44.596401	-1.11083	'LFCH'	'Europe/Paris'	'Arcachon-La Teste-de-Buch Airport'	'Arcachon'	'France'
'LBI'	43.91389847	2.113059998	'LFCI'	'Europe/Paris'	'Albi-Le Séquestre Airport'	'Albi'	'France'
'DCM'	43.55630112	2.28918004	'LFCK'	'Europe/Paris'	'Castres-Mazamet Airport'	'Castres'	'France'
'\N'	43.58610153	1.499169946	'LFCL'	'Europe/Paris'	'Toulouse-Lasbordes Airport'	'Toulouse'	'France'
'\N'	43.98929977	3.183000088	'LFCM'	'Europe/Paris'	'Millau-Larzac Airport'	'Millau'	'France'
'\N'	43.77109909	2.010829926	'LFCQ'	'Europe/Paris'	'Graulhet-Montdragon Airport'	'Graulhet'	'France'
'RDZ'	44.40790176	2.482670069	'LFCR'	'Europe/Paris'	'Rodez-Marcillac Airport'	'Rodez'	'France'
'\N'	45.53469849	2.423890114	'LFCU'	'Europe/Paris'	'Ussel-Thalamy Airport'	'Ussel'	'France'
'\N'	44.39690018	0.758889019	'LFCW'	'Europe/Paris'	'Villeneuve-sur-Lot Airport'	'Villeneuve-sur-lot'	'France'
'RYN'	45.62810135	-0.972500026	'LFCY'	'Europe/Paris'	'Royan-Médis Airport'	'Royan'	'France'
'\N'	44.145928	-1.16432	'LFCZ'	'Europe/Paris'	'Mimizan Airport'	'Mimizan'	'France'
'\N'	43.70940018	-0.245278001	'LFDA'	'Europe/Paris'	'Aire-sur-l'Adour Airport'	'Aire-sur-l'adour'	'France'
'\N'	44.02569962	1.378039956	'LFDB'	'Europe/Paris'	'Montauban Airport'	'Montauban'	'France'
'\N'	43.68780136	0.601666987	'LFDH'	'Europe/Paris'	'Auch-Lamothe Airport'	'Auch'	'France'
'\N'	44.982498	-0.134722	'LFDI'	'Europe/Paris'	'Libourne-Artigues-de-Lussac Airport'	'Libourne'	'France'
'\N'	43.09059906	1.695829988	'LFDJ'	'Europe/Paris'	'Pamiers-Les Pujols Airport'	'Pamiers'	'France'
'\N'	44.49890137	0.200514004	'LFDM'	'Europe/Paris'	'Marmande-Virazeil Airport'	'Marmande'	'France'
'RCO'	45.88779831	-0.983056009	'LFDN'	'Europe/Paris'	'Rochefort-Saint-Agnant (BA 721) Airport'	'Rochefort'	'France'
'\N'	48.05849838	-2.921829939	'LFED'	'Europe/Paris'	'Pontivy Airport'	'Pontivy'	'France'
'\N'	47.480556	2.394167	'LFEH'	'Europe/Paris'	'Aubigny-sur-Nère Airport'	'Aubigny-sur-nere'	'France'
'\N'	48.05250168	-3.664720058	'LFES'	'Europe/Paris'	'Guiscriff Scaer Airport'	'Guiscriff-scaer'	'France'
'\N'	47.40810013	-1.17750001	'LFFI'	'Europe/Paris'	'Ancenis Airport'	'Ancenis'	'France'
'\N'	48.42979813	4.482220173	'LFFN'	'Europe/Paris'	'Brienne-le-Château Airport'	'Brienne-le Chateau'	'France'
'CMR'	48.10990143	7.35901022	'LFGA'	'Europe/Paris'	'Colmar-Houssen Airport'	'Colmar'	'France'
'\N'	47.005901	4.89342	'LFGF'	'Europe/Paris'	'Beaune-Challanges Airport'	'Beaune'	'France'
'DLE'	47.042686	5.435061	'LFGJ'	'Europe/Paris'	'Dole-Tavaux Airport'	'Dole'	'France'
'\N'	47.99219894	3.39222002	'LFGK'	'Europe/Paris'	'Joigny Airport'	'Joigny'	'France'
'\N'	49.122398	5.46905	'LFGW'	'Europe/Paris'	'Verdun-Le Rozelier Airfield'	'Verdun'	'France'
'OBS'	44.5442009	4.372189999	'LFHO'	'Europe/Paris'	'Aubenas-Ardèche Méridional Airport'	'Aubenas-vals-lanas'	'France'
'LPY'	45.08069992	3.7628901	'LFHP'	'Europe/Paris'	'Le Puy-Loudes Airport'	'Le Puy'	'France'
'\N'	45.07640076	2.993609905	'LFHQ'	'Europe/Paris'	'Saint-Flour-Coltines Airport'	'St.-flour'	'France'
'XBK'	46.20090103	5.292029858	'LFHS'	'Europe/Paris'	'Bourg-Ceyzériat Airport'	'Bourg'	'France'
'XVF'	45.919983	4.634931	'LFHV'	'Europe/Paris'	'Villefranche-Tarare Airport'	'Vilefrance'	'France'
'XMU'	46.5345993	3.423719883	'LFHY'	'Europe/Paris'	'Moulins-Montbeugny Airport'	'Moulins'	'France'
'\N'	43.82329941	2.745280027	'LFIF'	'Europe/Paris'	'Saint-Affrique-Belmont Airport'	'St.-afrique-belmont'	'France'
'\N'	44.17779922	2.515000105	'LFIG'	'Europe/Paris'	'Cassagnes-Bégonhès Airport'	'Cassagnes-beghones'	'France'
'ETZ'	48.98210144	6.251319885	'LFJL'	'Europe/Paris'	'Metz-Nancy-Lorraine Airport'	'Metz'	'France'
'BIA'	42.55270004	9.483730316	'LFKB'	'Europe/Paris'	'Bastia-Poretta Airport'	'Bastia'	'France'
'CLY'	42.5244444	8.7930556	'LFKC'	'Europe/Paris'	'Calvi-Sainte-Catherine Airport'	'Calvi'	'France'
'FSC'	41.50059891	9.097780228	'LFKF'	'Europe/Paris'	'Figari Sud-Corse Airport'	'Figari'	'France'
'AJA'	41.92359924	8.802920341	'LFKJ'	'Europe/Paris'	'Ajaccio-Napoléon Bonaparte Airport'	'Ajaccio'	'France'
'\N'	41.66059875	8.889749527	'LFKO'	'Europe/Paris'	'Propriano Airport'	'Propriano'	'France'
'SOZ'	41.92440033	9.406000137	'LFKS'	'Europe/Paris'	'Solenzara (BA 126) Air Base'	'Solenzara'	'France'
'\N'	42.29359818	9.193059921	'LFKT'	'Europe/Paris'	'Corte Airport'	'Corte'	'France'
'AUF'	47.85020065	3.49710989	'LFLA'	'Europe/Paris'	'Auxerre-Branches Airport'	'Auxerre'	'France'
'CMF'	45.63809967	5.88022995	'LFLB'	'Europe/Paris'	'Chambéry-Savoie Airport'	'Chambery'	'France'
'CFE'	45.7867012	3.169169903	'LFLC'	'Europe/Paris'	'Clermont-Ferrand Auvergne Airport'	'Clermont-Ferrand'	'France'
'BOU'	47.05810165	2.370280027	'LFLD'	'Europe/Paris'	'Bourges Airport'	'Bourges'	'France'
'\N'	45.56110001	5.975759983	'LFLE'	'Europe/Paris'	'Chambéry-Challes-les-Eaux Airport'	'Chambery'	'France'
'XCD'	46.8260994	4.817629814	'LFLH'	'Europe/Paris'	'Chalon-Champforgeuil Airport'	'Chalon'	'France'
'QNJ'	46.19200134	6.268390179	'LFLI'	'Europe/Paris'	'Annemasse Airport'	'Annemasse'	'France'
'LYS'	45.7255556	5.0811111	'LFLL'	'Europe/Paris'	'Lyon Saint-Exupéry Airport'	'Lyon'	'France'
'QNX'	46.295101	4.79577	'LFLM'	'Europe/Paris'	'Mâcon-Charnay Airport'	'Macon'	'France'
'\N'	46.41249847	4.013259888	'LFLN'	'Europe/Paris'	'Saint-Yan Airport'	'St.-yan'	'France'
'RNE'	46.05830002	4.00138998	'LFLO'	'Europe/Paris'	'Roanne-Renaison Airport'	'Roanne'	'France'
'NCY'	45.9308333	6.1063889	'LFLP'	'Europe/Paris'	'Annecy-Haute-Savoie-Mont Blanc Airport'	'Annecy'	'France'
'GNB'	45.36289978	5.329370022	'LFLS'	'Europe/Paris'	'Grenoble-Isère Airport'	'Grenoble'	'France'
'\N'	46.352501	2.57049	'LFLT'	'Europe/Paris'	'Montluçon-Domérat Airport'	'Montlucon'	'France'
'VAF'	44.9216	4.9699	'LFLU'	'Europe/Paris'	'Valence-Chabeuil Airport'	'Valence'	'France'
'VHY'	46.16970062	3.403739929	'LFLV'	'Europe/Paris'	'Vichy-Charmeil Airport'	'Vichy'	'France'
'AUR'	44.89139938	2.421940088	'LFLW'	'Europe/Paris'	'Aurillac Airport'	'Aurillac'	'France'
'CHR'	46.86027778	1.7211111	'LFLX'	'Europe/Paris'	'Châteauroux-Déols \Marcel Dassault\" Airport"'	'Chateauroux'	'France'
'LYN'	45.72719955	4.944270134	'LFLY'	'Europe/Paris'	'Lyon-Bron Airport'	'Lyon'	'France'
'QXB'	43.5056	5.36778	'LFMA'	'Europe/Paris'	'Aix-en-Provence (BA 114) Airport'	'Aix-les-milles'	'France'
'\N'	43.38470078	6.387139797	'LFMC'	'Europe/Paris'	'Le Luc-Le Cannet Airport'	'Le Luc'	'France'
'CEQ'	43.54199982	6.953479767	'LFMD'	'Europe/Paris'	'Cannes-Mandelieu Airport'	'Cannes'	'France'
'EBU'	45.54059982	4.296390057	'LFMH'	'Europe/Paris'	'Saint-Étienne-Bouthéon Airport'	'St-Etienne'	'France'
'\N'	43.522701	4.92384	'LFMI'	'Europe/Paris'	'Istres Le Tubé/Istres Air Base (BA 125) Airport'	'Istres'	'France'
'CCF'	43.2159996	2.306319952	'LFMK'	'Europe/Paris'	'Carcassonne Airport'	'Carcassonne'	'France'
'MRS'	43.43927192	5.221424103	'LFML'	'Europe/Paris'	'Marseille Provence Airport'	'Marseille'	'France'
'NCE'	43.65840149	7.215869904	'LFMN'	'Europe/Paris'	'Nice-Côte d'Azur Airport'	'Nice'	'France'
'\N'	44.14049911	4.8667202	'LFMO'	'Europe/Paris'	'Orange-Caritat (BA 115) Air Base'	'Orange'	'France'
'PGF'	42.74039841	2.87067008	'LFMP'	'Europe/Paris'	'Perpignan-Rivesaltes (Llabanère) Airport'	'Perpignan'	'France'
'CTT'	43.25249863	5.785190105	'LFMQ'	'Europe/Paris'	'Le Castellet Airport'	'Le Castellet'	'France'
'\N'	44.069698	4.14212	'LFMS'	'Europe/Paris'	'Alès-Deaux Airport'	'Ales'	'France'
'MPL'	43.57619858	3.963010073	'LFMT'	'Europe/Paris'	'Montpellier-Méditerranée Airport'	'Montpellier'	'France'
'BZR'	43.32350159	3.353899956	'LFMU'	'Europe/Paris'	'Béziers-Vias Airport'	'Beziers'	'France'
'AVN'	43.90729904	4.901830196	'LFMV'	'Europe/Paris'	'Avignon-Caumont Airport'	'Avignon'	'France'
'\N'	43.60639954	5.109250069	'LFMY'	'Europe/Paris'	'Salon-de-Provence (BA 701) Air Base'	'Salon'	'France'
'\N'	43.17580032	2.73416996	'LFMZ'	'Europe/Paris'	'Lézignan-Corbières Airport'	'Lezignan-corbieres'	'France'
'MEN'	44.5021019	3.532819986	'LFNB'	'Europe/Paris'	'Mende-Brenoux Airport'	'Mende'	'France'
'\N'	44.02980042	5.07806015	'LFNH'	'Europe/Paris'	'Carpentras Airport'	'Carpentras'	'France'
'\N'	47.053299	2.6325	'LFOA'	'Europe/Paris'	'Avord (BA 702) Air Base'	'Avord'	'France'
'BVA'	49.45439911	2.112780094	'LFOB'	'Europe/Paris'	'Paris Beauvais Tillé Airport'	'Beauvais'	'France'
'\N'	48.058102	1.37662	'LFOC'	'Europe/Paris'	'Châteaudun (BA 279) Air Base'	'Chateaudun'	'France'
'\N'	47.256802	-0.115142	'LFOD'	'Europe/Paris'	'Saumur-Saint-Florent Airport'	'Saumur'	'France'
'\N'	49.02870178	1.219859958	'LFOE'	'Europe/Paris'	'Évreux-Fauville (BA 105) Air Base'	'Evreux'	'France'
'LEH'	49.53390121	0.088055998	'LFOH'	'Europe/Paris'	'Le Havre Octeville Airport'	'Le Havre'	'France'
'\N'	50.143501	1.831891	'LFOI'	'Europe/Paris'	'Abbeville'	'Abbeville'	'France'
'ORE'	47.9878006	1.760560036	'LFOJ'	'Europe/Paris'	'Orléans-Bricy (BA 123) Air Base'	'Orleans'	'France'
'XCR'	48.77610016	4.184490204	'LFOK'	'Europe/Paris'	'Châlons-Vatry Air Base'	'Chalons'	'France'
'URO'	49.38420105	1.174800038	'LFOP'	'Europe/Paris'	'Rouen Airport'	'Rouen'	'France'
'TUF'	47.43220139	0.727605999	'LFOT'	'Europe/Paris'	'Tours-Val-de-Loire Airport'	'Tours'	'France'
'CET'	47.08209991	-0.87706399	'LFOU'	'Europe/Paris'	'Cholet Le Pontreau Airport'	'Cholet'	'France'
'LVA'	48.03139877	-0.742986023	'LFOV'	'Europe/Paris'	'Laval-Entrammes Airport'	'Laval'	'France'
'\N'	47.8969	2.16333	'LFOZ'	'Europe/Paris'	'Orléans-Saint-Denis-de-l'Hôtel Airport'	'Orleans'	'France'
'LBG'	48.9693985	2.441390038	'LFPB'	'Europe/Paris'	'Paris-Le Bourget Airport'	'Paris'	'France'
'CSF'	49.25350189	2.519140005	'LFPC'	'Europe/Paris'	'Creil Air Base'	'Creil'	'France'
'CDG'	49.01279831	2.549999952	'LFPG'	'Europe/Paris'	'Charles de Gaulle International Airport'	'Paris'	'France'
'\N'	48.83769989	3.016119957	'LFPK'	'Europe/Paris'	'Coulommiers-Voisins Airport'	'Coulommiers'	'France'
'\N'	48.60469818	2.671119928	'LFPM'	'Europe/Paris'	'Melun-Villaroche Air Base'	'Melun'	'France'
'TNF'	48.75189972	2.106189966	'LFPN'	'Europe/Paris'	'Toussus-le-Noble Airport'	'Toussous-le-noble'	'France'
'ORY'	48.7233333	2.3794444	'LFPO'	'Europe/Paris'	'Paris-Orly Airport'	'Paris'	'France'
'POX'	49.0966667	2.0408333	'LFPT'	'Europe/Paris'	'Pontoise - Cormeilles-en-Vexin Airport'	'Pontoise'	'France'
'\N'	48.7741667	2.1916667	'LFPV'	'Europe/Paris'	'Villacoublay-Vélizy (BA 107) Air Base'	'Villacoublay'	'France'
'\N'	49.20869827	4.156579971	'LFQA'	'Europe/Paris'	'Reims-Prunay Airport'	'Reims'	'France'
'QYR'	48.32210159	4.016699791	'LFQB'	'Europe/Paris'	'Troyes-Barberey Airport'	'Troyes'	'France'
'\N'	48.59329987	6.543459892	'LFQC'	'Europe/Paris'	'Lunéville-Croismare Airport'	'Luneville'	'France'
'\N'	49.22689819	5.67222023	'LFQE'	'Europe/Paris'	'Étain-Rouvres Air Base'	'Etain'	'France'
'\N'	46.96730042	4.260570049	'LFQF'	'Europe/Paris'	'Autun-Bellevue Airport'	'Autun'	'France'
'NVS'	47.00260162	3.113329887	'LFQG'	'Europe/Paris'	'Nevers-Fourchambault Airport'	'Nevers'	'France'
'\N'	50.221802	3.15424	'LFQI'	'Europe/Paris'	'Cambrai-Épinoy (BA 103) Air Base'	'Cambrai'	'France'
'\N'	50.3105011	4.033120155	'LFQJ'	'Europe/Paris'	'Maubeuge-Élesmes Airport'	'Maubeuge'	'France'
'\N'	47.2066	6.083681	'LFQM'	'Europe/Paris'	'Besançon-La Vèze Airport'	'Besancon-la-veze'	'France'
'\N'	48.7680556	7.205	'LFQP'	'Europe/Paris'	'Phalsbourg-Bourscheid Air Base'	'Phalsbourg'	'France'
'LIL'	50.563332	3.086886	'LFQQ'	'Europe/Paris'	'Lille-Lesquin Airport'	'Lille'	'France'
'\N'	50.61840057	2.642240047	'LFQT'	'Europe/Paris'	'Merville-Calonne Airport'	'Merville'	'France'
'\N'	49.78390121	4.647079945	'LFQV'	'Europe/Paris'	'Charleville-Mézières Airport'	'Charleville'	'France'
'\N'	47.6376	6.20392	'LFQW'	'Europe/Paris'	'Vesoul-Frotey Airport'	'Vesoul-frotey'	'France'
'BES'	48.44789886	-4.418540001	'LFRB'	'Europe/Paris'	'Brest Bretagne Airport'	'Brest'	'France'
'CER'	49.65010071	-1.470280051	'LFRC'	'Europe/Paris'	'Cherbourg-Maupertus Airport'	'Cherbourg'	'France'
'DNR'	48.58769989	-2.079960108	'LFRD'	'Europe/Paris'	'Dinard-Pleurtuit-Saint-Malo Airport'	'Dinard'	'France'
'\N'	47.28939819	-2.346390009	'LFRE'	'Europe/Paris'	'La Baule-Escoublac Airport'	'La Baule'	'France'
'GFR'	48.8830986	-1.564170003	'LFRF'	'Europe/Paris'	'Granville Airport'	'Granville'	'France'
'DOL'	49.36529922	0.154305995	'LFRG'	'Europe/Paris'	'Deauville-Saint-Gatien Airport'	'Deauville'	'France'
'LRT'	47.76060104	-3.440000057	'LFRH'	'Europe/Paris'	'Lorient South Brittany (Bretagne Sud) Airport'	'Lorient'	'France'
'EDM'	46.70190048	-1.378630042	'LFRI'	'Europe/Paris'	'La Roche-sur-Yon Airport'	'La Roche-sur-yon'	'France'
'\N'	48.53030014	-4.151639938	'LFRJ'	'Europe/Paris'	'Landivisiau Air Base'	'Landivisiau'	'France'
'CFR'	49.1733017	-0.449999988	'LFRK'	'Europe/Paris'	'Caen-Carpiquet Airport'	'Caen'	'France'
'\N'	48.28170013	-4.445020199	'LFRL'	'Europe/Paris'	'Lanvéoc-Poulmic Air Base'	'Lanvedoc'	'France'
'LME'	47.94860077	0.201666996	'LFRM'	'Europe/Paris'	'Le Mans-Arnage Airport'	'Le Mans'	'France'
'RNS'	48.06949997	-1.734789968	'LFRN'	'Europe/Paris'	'Rennes-Saint-Jacques Airport'	'Rennes'	'France'
'LAI'	48.75439835	-3.471659899	'LFRO'	'Europe/Paris'	'Lannion-Côte de Granit Airport'	'Lannion'	'France'
'UIP'	47.97499847	-4.167789936	'LFRQ'	'Europe/Paris'	'Quimper-Cornouaille Airport'	'Quimper'	'France'
'NTE'	47.15319824	-1.610730052	'LFRS'	'Europe/Paris'	'Nantes Atlantique Airport'	'Nantes'	'France'
'SBK'	48.5378	-2.85444	'LFRT'	'Europe/Paris'	'Saint-Brieuc-Armor Airport'	'St.-brieuc Armor'	'France'
'MXN'	48.60319901	-3.815779924	'LFRU'	'Europe/Paris'	'Morlaix-Ploujean Airport'	'Morlaix'	'France'
'VNE'	47.72330093	-2.71855998	'LFRV'	'Europe/Paris'	'Vannes-Meucon Airport'	'Vannes'	'France'
'SNR'	47.3105556	-2.1566667	'LFRZ'	'Europe/Paris'	'Saint-Nazaire-Montoir Airport'	'St.-nazaire'	'France'
'BSL'	47.59	7.5291667	'LFSB'	'Europe/Paris'	'EuroAirport Basel-Mulhouse-Freiburg Airport'	'Mulhouse'	'France'
'\N'	47.92200089	7.399670124	'LFSC'	'Europe/Paris'	'Colmar-Meyenheim Air Base'	'Colmar'	'France'
'DIJ'	47.26890183	5.090000153	'LFSD'	'Europe/Paris'	'Dijon-Bourgogne Airport'	'Dijon'	'France'
'MZM'	49.07170105	6.131669998	'LFSF'	'Europe/Paris'	'Metz-Frescaty (BA 128) Air Base'	'Metz'	'France'
'EPL'	48.32500076	6.069980145	'LFSG'	'Europe/Paris'	'Épinal-Mirecourt Airport'	'Epinal'	'France'
'\N'	48.79430008	7.817609787	'LFSH'	'Europe/Paris'	'Haguenau Airport'	'Haguenau'	'France'
'\N'	48.63600159	4.899419785	'LFSI'	'Europe/Paris'	'Saint-Dizier-Robinson (BA 113) Air Base'	'St.-dizier'	'France'
'\N'	47.487	6.79054	'LFSM'	'Europe/Paris'	'Montbéliard-Courcelles Airfield'	'Montbeliard'	'France'
'ENC'	48.69210052	6.230460167	'LFSN'	'Europe/Paris'	'Nancy-Essey Airport'	'Nancy'	'France'
'\N'	48.58309937	5.954999924	'LFSO'	'Europe/Paris'	'Nancy-Ochey (BA 133) Air Base'	'Nancy'	'France'
'\N'	46.90399933	6.327370167	'LFSP'	'Europe/Paris'	'Pontarlier Airport'	'Pontarlier'	'France'
'RHE'	49.310001	4.05	'LFSR'	'Europe/Paris'	'Reims-Champagne (BA 112) Air Base'	'Reims'	'France'
'SXB'	48.53829956	7.628230095	'LFST'	'Europe/Paris'	'Strasbourg Airport'	'Strasbourg'	'France'
'\N'	47.7830556	6.36416667	'LFSX'	'Europe/Paris'	'Luxeuil-Saint-Sauveur (BA 116) Air Base'	'Luxeuil'	'France'
'\N'	43.24779892	6.126699924	'LFTF'	'Europe/Paris'	'Cuers-Pierrefeu Airport'	'Cuers'	'France'
'TLN'	43.09730148	6.146029949	'LFTH'	'Europe/Paris'	'Toulon-Hyères Airport'	'Hyeres'	'France'
'FNI'	43.75740051	4.416349888	'LFTW'	'Europe/Paris'	'Nîmes-Arles-Camargue Airport'	'Nimes'	'France'
'MQC'	47.09550095	-56.38029861	'LFVM'	'America/Miquelon'	'Miquelon Airport'	'Miquelon'	'Saint Pierre and Miquelon'
'FSP'	46.76290131	-56.17309952	'LFVP'	'America/Miquelon'	'St Pierre Airport'	'St.-pierre'	'Saint Pierre and Miquelon'
'\N'	45.987301	5.32844	'LFXA'	'Europe/Paris'	'Ambérieu Air Base (BA 278)'	'Amberieu'	'France'
'\N'	48.0862999	5.664060116	'LFYD'	'Europe/Paris'	'Damblain Airport'	'Damblain'	'France'
'PYR'	37.9207	21.292601	'LGAD'	'Europe/Athens'	'Andravida Air Base'	'Andravida'	'Greece'
'AGQ'	38.602001	21.3512001	'LGAG'	'Europe/Athens'	'Agrinion Air Base'	'Agrinion'	'Greece'
'AXD'	40.85589981	25.95630074	'LGAL'	'Europe/Athens'	'Dimokritos Airport'	'Alexandroupolis'	'Greece'
'\N'	40.65110016	22.48870087	'LGAX'	'Europe/Athens'	'Alexandria Airport'	'Alexandria'	'Greece'
'VOL'	39.21960068	22.79430008	'LGBL'	'Europe/Athens'	'Nea Anchialos Airport'	'Nea Anghialos'	'Greece'
'\N'	38.06380081	23.55599976	'LGEL'	'Europe/Athens'	'Elefsis Airport'	'Elefsis'	'Greece'
'JKH'	38.34320068	26.1406002	'LGHI'	'Europe/Athens'	'Chios Island National Airport'	'Chios'	'Greece'
'IOA'	39.69639969	20.82250023	'LGIO'	'Europe/Athens'	'Ioannina Airport'	'Ioannina'	'Greece'
'HER'	35.33969879	25.18029976	'LGIR'	'Europe/Athens'	'Heraklion International Nikos Kazantzakis Airport'	'Heraklion'	'Greece'
'KSO'	40.44630051	21.28219986	'LGKA'	'Europe/Athens'	'Kastoria National Airport'	'Kastoria'	'Greece'
'KIT'	36.27429962	23.0170002	'LGKC'	'Europe/Athens'	'Kithira Airport'	'Kithira'	'Greece'
'EFL'	38.12009811	20.50049973	'LGKF'	'Europe/Athens'	'Kefallinia Airport'	'Keffallinia'	'Greece'
'KLX'	37.06829834	22.02549934	'LGKL'	'Europe/Athens'	'Kalamata Airport'	'Kalamata'	'Greece'
'\N'	40.97280121	24.34140015	'LGKM'	'Europe/Athens'	'Amigdhaleon Airport'	'Kavala'	'Greece'
'KGS'	36.79330063	27.0916996	'LGKO'	'Europe/Athens'	'Kos Airport'	'Kos'	'Greece'
'AOK'	35.42139816	27.14599991	'LGKP'	'Europe/Athens'	'Karpathos Airport'	'Karpathos'	'Greece'
'CFU'	39.60189819	19.9116993	'LGKR'	'Europe/Athens'	'Ioannis Kapodistrias International Airport'	'Kerkyra/corfu'	'Greece'
'KSJ'	35.42139816	26.90999985	'LGKS'	'Europe/Athens'	'Kasos Airport'	'Kasos'	'Greece'
'KVA'	40.91329956	24.61919975	'LGKV'	'Europe/Athens'	'Alexander the Great International Airport'	'Kavala'	'Greece'
'KZI'	40.28609848	21.84079933	'LGKZ'	'Europe/Athens'	'Filippos Airport'	'Kozani'	'Greece'
'LRS'	37.18489838	26.8003006	'LGLE'	'Europe/Athens'	'Leros Airport'	'Leros'	'Greece'
'LXS'	39.917099	25.23629951	'LGLM'	'Europe/Athens'	'Limnos Airport'	'Limnos'	'Greece'
'LRA'	39.650253	22.4655	'LGLR'	'Europe/Athens'	'Larisa Airport'	'Larissa'	'Greece'
'\N'	37.98109818	23.36540031	'LGMG'	'Europe/Athens'	'Megara Airport'	'Megara'	'Greece'
'JMK'	37.43510056	25.34810066	'LGMK'	'Europe/Athens'	'Mikonos Airport'	'Mykonos'	'Greece'
'MJT'	39.05670166	26.59830093	'LGMT'	'Europe/Athens'	'Mytilene International Airport'	'Mytilini'	'Greece'
'PVK'	38.92549896	20.76530075	'LGPZ'	'Europe/Athens'	'Aktion National Airport'	'Preveza'	'Greece'
'\N'	36.3830986	28.10890007	'LGRD'	'Europe/Athens'	'Maritsa Airport'	'Rhodos'	'Greece'
'RHO'	36.40539932	28.08620071	'LGRP'	'Europe/Athens'	'Diagoras Airport'	'Rhodos'	'Greece'
'GPA'	38.1511	21.4256	'LGRX'	'Europe/Athens'	'Araxos Airport'	'Patras'	'Greece'
'CHQ'	35.53170013	24.14970016	'LGSA'	'Europe/Athens'	'Chania International Airport'	'Chania'	'Greece'
'JSI'	39.17710114	23.50370026	'LGSK'	'Europe/Athens'	'Skiathos Island National Airport'	'Skiathos'	'Greece'
'SMI'	37.68999863	26.9116993	'LGSM'	'Europe/Athens'	'Samos Airport'	'Samos'	'Greece'
'\N'	36.97389984	22.52630043	'LGSP'	'Europe/Athens'	'Sparti Airport'	'Sparti'	'Greece'
'JTR'	36.39920044	25.47929955	'LGSR'	'Europe/Athens'	'Santorini Airport'	'Thira'	'Greece'
'JSH'	35.21609879	26.10129929	'LGST'	'Europe/Athens'	'Sitia Airport'	'Sitia'	'Greece'
'\N'	39.48	22.7672	'LGSV'	'Europe/Athens'	'Stefanovikion Air Base'	'Stefanovikion'	'Greece'
'SKU'	38.96760178	24.48719978	'LGSY'	'Europe/Athens'	'Skiros Airport'	'Skiros'	'Greece'
'\N'	38.339802	23.565001	'LGTG'	'Europe/Athens'	'Tanagra Air Base'	'Tanagra'	'Greece'
'\N'	35.19200134	25.32699966	'LGTL'	'Europe/Athens'	'Kasteli Airport'	'Kasteli'	'Greece'
'\N'	37.5306015	22.40360069	'LGTP'	'Europe/Athens'	'Tripolis Airport'	'Tripolis'	'Greece'
'SKG'	40.5196991	22.97089958	'LGTS'	'Europe/Athens'	'Thessaloniki Macedonia International Airport'	'Thessaloniki'	'Greece'
'\N'	38.10889816	23.78380013	'LGTT'	'Europe/Athens'	'Tatoi Airport'	'Dekelia'	'Greece'
'ZTH'	37.75090027	20.88430023	'LGZA'	'Europe/Athens'	'Dionysios Solomos Airport'	'Zakynthos'	'Greece'
'BUD'	47.43690109	19.25559998	'LHBP'	'Europe/Budapest'	'Budapest Ferenc Liszt International Airport'	'Budapest'	'Hungary'
'DEB'	47.48889923	21.61529922	'LHDC'	'Europe/Budapest'	'Debrecen International Airport'	'Debrecen'	'Hungary'
'\N'	46.91749954	19.74920082	'LHKE'	'Europe/Budapest'	'Kecskemét Airport'	'Kecskemet'	'Hungary'
'\N'	47.98389816	21.6923008	'LHNY'	'Europe/Budapest'	'Nyíregyháza Airport'	'Nyirregyhaza'	'Hungary'
'\N'	46.30390167	18.76919937	'LHOY'	'Europe/Budapest'	'Őcsény Airport'	'Ocseny'	'Hungary'
'\N'	47.07789993	17.96839905	'LHSA'	'Europe/Budapest'	'Szentkirályszabadja Airport'	'Azentkilyszabadja'	'Hungary'
'\N'	47.122897	20.2355	'LHSN'	'Europe/Budapest'	'Szolnok Airport'	'Szolnok'	'Hungary'
'\N'	41.541401	15.7181	'LIBA'	'Europe/Rome'	'Amendola Air Base'	'Amendola'	'Italy'
'CRV'	38.9972	17.0802	'LIBC'	'Europe/Rome'	'Crotone Airport'	'Crotone'	'Italy'
'BRI'	41.138901	16.760599	'LIBD'	'Europe/Rome'	'Bari Karol Wojtyła Airport'	'Bari'	'Italy'
'FOG'	41.432899	15.535	'LIBF'	'Europe/Rome'	'Foggia \Gino Lisa\" Airport"'	'Foggia'	'Italy'
'TAR'	40.517502	17.4032	'LIBG'	'Europe/Rome'	'Taranto-Grottaglie \Marcello Arlotta\" Airport"'	'Grottaglie'	'Italy'
